VESSEL,VOYAGE,DATED,TO,STEAM,RPM,SPEED,STW,M/E HFO CONS.,M/E LSHFO CONS.,M/E MDO CONS.,M/E LSMDO CONS.,M/E MGO CONS.,M/E LSMGO CONS.,D/G HFO CONS.,D/G LSHFO CONS.,D/G MDO CONS.,D/G LSMDO CONS.,D/G MGO CONS.,D/G LSMGO CONS.,BOIL. HFO CONS.,BOIL. SHFO CONS.,BOIL. MDO CONS.,BOIL. LSMDO CONS.,BOIL. MGO CONS.,BOIL. LSMGO CONS.,WIND,SWELL,SLIP,CUR SPD,DRAFT FOR,DRAFT AFT,OBS DIST,OPERATION,CARGOCARRIED
BRAVERUS,201802B,02/09/2018,UNKNOWN,6,69.2,13.16,13.05,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,-12.85,0.1,6.6,8.6,79,,0
BRAVERUS,201802B,02/09/2018,TIANJIN,0,0,0,0,2,0,0,0,0,0,0.5,0,0,0,0,2.2,0.2,0,0,0,0,1.6,0,0,0,0,6.6,8.6,0,DISCHARGING,0
BRAVERUS,201801L,02/08/2018,TIANJIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,2.3,0,0,0,0,10.65,11.49,0,DISCHARGING,48794
BRAVERUS,201801L,02/07/2018,TIANJIN,0,0,0,0,2.1,0,0,0,0,0,1.3,0,0,0,0,1,1,0,0,0,0,0.8,0,0,0,0,16.95,17.1,0,DISCHARGING,156115
BRAVERUS,201801L,02/06/2018,TIANJIN,0,0,0,0,3.2,0,0,0,0,0,1.5,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,17.67,17.72,0,DISCHARGING,166095
BRAVERUS,201801L,02/06/2018,TIANJIN,1.5,69.6,11.33,11.4,2.7,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,5,1,27.65,0.2,17.67,17.71,17,,166095
BRAVERUS,201801L,02/05/2018,TIANJIN,24,69.6,10.83,10.42,35.5,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,5,2,14.5,0.3,17.67,17.71,260,,166095
BRAVERUS,201801L,02/04/2018,TIANJIN,24,70,9.5,9.33,35.3,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,6,3,25.51,0.5,17.67,17.71,228,,166095
BRAVERUS,201801L,02/03/2018,TIANJIN,24,69.2,9.2,9.25,35.6,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,6,3,26.96,0.7,17.67,17.71,221,,166095
BRAVERUS,201801L,02/02/2018,TIANJIN,24,69.6,10.04,9.5,35.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,6,4,20.82,0.6,17.66,17.74,241,,166095
BRAVERUS,201801L,02/01/2018,TIANJIN,24,70.1,9.08,8.21,35.9,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,8,6,28.89,0.5,17.66,17.74,218,,166095
BRAVERUS,201801L,1/31/2018,TIANJIN,24,69,10.33,9.71,33.9,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,7,4,17.79,0.9,17.64,17.78,248,,166095
BRAVERUS,201801L,1/30/2018,TIANJIN,24,68.8,10.58,9.92,33.5,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,7,4.5,15.58,0.9,17.64,17.78,254,,166095
BRAVERUS,201801L,1/29/2018,TIANJIN,24,69.7,10.75,10.96,33.4,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,5,2.5,15.29,0.8,17.64,17.78,258,,166095
BRAVERUS,201801L,1/28/2018,TIANJIN,24,69.1,11.16,11.04,33.3,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,6,2.5,11.25,0.5,17.64,17.78,268,,166095
BRAVERUS,201801L,1/27/2018,TIANJIN,24,69.4,11.41,11.12,32.9,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,3,0.5,9.71,0.5,17.64,17.78,274,,166095
BRAVERUS,201801L,1/26/2018,TIANJIN,24,69.6,11.83,11.04,33.1,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,2,6.7,0.1,17.64,17.78,284,,166095
BRAVERUS,201801L,1/25/2018,UNKNOWN,24,70.1,12.16,11.58,34.4,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.2,5.77,0.1,17.64,17.78,292,,166095
BRAVERUS,201801L,1/24/2018,UNKNOWN,24,69.3,10.62,10.83,33.5,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,2,15.75,0.9,17.72,17.72,255,,166095
BRAVERUS,201801L,1/23/2018,UNKNOWN,24,69.8,11.08,11.08,33.4,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,2.5,12.75,0.5,17.72,17.72,266,,166095
BRAVERUS,201801B,1/22/2018,UNKNOWN,19.5,69.3,11.17,11.12,26.7,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,4,2,9.69,0.3,17.72,17.72,218,,166095
BRAVERUS,201801L,1/22/2018,PORT HEDLAND,0,0,0,0,3.1,0,0,0,0,0,0.6,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,17.72,17.72,0,LOADING,166095
BRAVERUS,201801L,1/21/2018,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17.72,17.72,0,LOADING,166095
BRAVERUS,201801L,1/20/2018,PORT HEDLAND,0,0,0,0,5.1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.13,8.2,0,LOADING,300
BRAVERUS,201801B,1/20/2018,PORT HEDLAND,8,80.1,14.75,14.75,17.5,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,3,2,3.59,0.5,7.13,8.08,118,,300
BRAVERUS,201801B,1/19/2018,PORT HEDLAND,24,81,14.7,14.62,51.6,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,3,2.5,0.28,0.5,7.13,8.08,353,,0
BRAVERUS,201801B,1/18/2018,PORT HEDLAND,24,81.5,14.87,14.83,51.4,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4,2.5,-0.19,0.5,7.13,8.08,357,,0
BRAVERUS,201801B,1/17/2018,PORT HEDLAND,24,80,15.7,15.08,49.9,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,4,1.5,-7.8,0.1,7.13,8.08,377,,0
BRAVERUS,201801B,1/16/2018,PORT HEDLAND,24,80,15.45,14.75,49.2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,2,-6.45,0.1,7.13,8.6,371,,0
BRAVERUS,201801B,1/15/2018,PORT HEDLAND,5,79.6,14.6,14.42,10,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,5,2,-7.19,0.5,7.13,8.6,73,,0
BRAVERUS,201801B,1/15/2018,SINGAPORE PEGBC,0,0,0,0,1.8,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.13,8.6,0,BUNKERING,0
BRAVERUS,201801B,1/14/2018,SINGAPORE PEGBC,0,0,0,0,2.2,0,0,0,0,0,0.8,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,6.33,8.3,0,BUNKERING,0
BRAVERUS,201801B,1/14/2018,SINGAPORE PEGBC,20,79.4,14.9,14.45,39.8,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,5,2.5,-3.07,0.2,6.26,8.5,298,,0
BRAVERUS,201801B,1/13/2018,SINGAPORE PEGBC,24,80.7,14.79,14.5,48.8,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,7,5,-1.51,0.5,6.26,8.5,355,,0
BRAVERUS,201801B,01/12/2018,SINGAPORE PEGBC,24,80.7,14.91,14.54,49.8,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,7,4,-1.53,0.5,6.26,8.5,358,,0
BRAVERUS,201801B,01/11/2018,SINGAPORE PEGBC,24,80.9,15.12,14.67,50.4,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,6,4,-1.9,0.1,6.26,8.5,363,,0
BRAVERUS,201801B,01/10/2018,SINGAPORE PEGBC,24,80.9,15.41,14.58,50.1,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,7,4,-4.57,0.1,6.26,8.5,370,,0
BRAVERUS,201801B,01/09/2018,SINGAPORE PEGBC,18,77.3,14.77,14.51,33.6,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,5,3,-6.95,0.3,6.26,8.5,266,,0
BRAVERUS,201801B,01/09/2018,ZHUSHAN,0,0,0,0,0.6,0,0,0,0,0,0.1,0,0,0,0,0.7,0,0,0,0,0,0.3,0,0,0,0,6.33,8.3,0,BUNKERING,0
BRAVERUS,201801B,01/08/2018,ZHUSHAN,0,0,0,0,1.9,0,0,0,0,0,0.8,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,6.33,8.3,0,BUNKERING,0
BRAVERUS,201801B,01/08/2018,ZHUSHAN,18,63.7,10.72,12.1,20.3,0,0,0,0,0,2.2,0,0,0,0,0,0.8,0,0,0,0,0,8,3.5,7.52,0.3,6.26,8.5,193,,0
BRAVERUS,201801B,01/07/2018,ZHUSHAN,24,65.8,12.83,12.17,31.4,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1,-7.09,0.5,6.26,8.5,308,,0
BRAVERUS,201801B,01/06/2018,ZHUSHAN,16.5,67.2,12.96,12.1,22.2,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,4,1,-8.29,0.5,6.26,8.5,214,,0
BRAVERUS,201801B,01/06/2018,CAOFEIDIAN,0,0,0,0,2.1,0,0,0,0,0,0.5,0,0,0,0,1.9,0,0,0,0,0,0.5,0,0,0,0,6.33,8.3,0,DISCHARGING,0
BRAVERUS,201709L,01/05/2018,CAOFEIDIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,2.6,0,0,0,0,7.27,8.3,0,DISCHARGING,5050
BRAVERUS,201709L,01/04/2018,CAOFEIDIAN,0,0,0,0,1.3,0,0,0,0,0,0.3,0,0,0,0,4,2.2,0,0,0,0,2.3,0,0,0,0,14.3,14.33,0,DISCHARGING,98280
BRAVERUS,201709L,01/03/2018,CAOFEIDIAN,0,0,0,0,4.1,0,0,0,0,0,2.6,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,17.71,17.72,0,DISCHARGING,167315
BRAVERUS,201709L,01/02/2018,CAOFEIDIAN,24,73.9,12.12,11.96,40.8,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,5,1.5,10.65,0.5,17.67,17.69,291,,167315
BRAVERUS,201709L,01/01/2018,CAOFEIDIAN,24,77.5,11.7,11.54,47.8,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,4,1.5,17.03,1,17.67,17.69,281,,167315
BRAVERUS,201709L,12/31/2017,CAOFEIDIAN,24,73.9,11.12,11,41.9,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,7,3,17.28,0.8,17.67,17.69,267,,167315
BRAVERUS,201709L,12/30/2017,CAOFEIDIAN,24,74.5,12.08,10.95,42.8,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,4,2.5,8.6,0.7,17.65,17.72,290,,167315
BRAVERUS,201709L,12/29/2017,CAOFEIDIAN,24,68.8,11.2,10,34.9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,10.48,0.5,17.65,17.72,269,,167315
BRAVERUS,201709L,12/28/2017,CAOFEIDIAN,24,69.2,11.16,10,34.9,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,7,5,11.46,0.5,17.65,17.72,268,,167315
BRAVERUS,201709L,12/27/2017,CAOFEIDIAN,24,70.5,10.54,11,34.9,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,7,4,17.88,1.5,17.65,17.72,253,,167315
BRAVERUS,201709L,12/26/2017,CAOFEIDIAN,24,69.3,10.66,10.92,34.8,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,5,2,15.48,1.5,17.71,17.72,256,,167315
BRAVERUS,201709L,12/25/2017,CAOFEIDIAN,24,70,9.58,11.04,34.8,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,5,1.5,24.88,5,17.71,17.72,230,,167315
BRAVERUS,201709L,12/24/2017,CAOFEIDIAN,24,69.3,12.37,11.46,34.3,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4,1.3,1.98,0.1,17.71,17.72,297,,167315
BRAVERUS,201709L,12/23/2017,CAOFEIDIAN,24,68.7,12.58,11.25,34.4,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,3,1,-0.63,0.1,17.71,17.72,302,,167315
BRAVERUS,201709L,12/22/2017,CAOFEIDIAN,24,69,11.62,11.21,34.3,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4,1.5,7.46,0.1,17.71,17.72,279,,167315
BRAVERUS,201709L,12/21/2017,CAOFEIDIAN,24,70,11.2,11.3,34.6,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,4,2,12.46,0.6,17.71,17.72,269,,167315
BRAVERUS,201709L,12/20/2017,CAOFEIDIAN,23,68.9,11.17,11.38,32.8,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,5,2.5,8.99,0.8,17.71,17.72,257,,167315
BRAVERUS,201709L,12/20/2017,PORT HEDLAND,0,0,0,0,2.3,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.71,17.72,0,LOADING,167315
BRAVERUS,201709L,12/19/2017,PORT HEDLAND,0,0,0,0,3.8,0,0,0,0,0,5.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17.71,17.72,0,LOADING,167315
BRAVERUS,201709L,12/18/2017,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,9.73,12.1,0,LOADING,77953
BRAVERUS,201709B,12/17/2017,PORT HEDLAND,0,0,0,0,4.5,0,0,0,0,0,2.3,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,7.05,8,0,LOADING,0
BRAVERUS,201709B,12/17/2017,PORT HEDLAND,10,68.7,12.4,12.5,13.9,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,5,2,0.87,1,7.05,8,124,,0
BRAVERUS,201709B,12/16/2017,PORT HEDLAND,24,69.3,12.16,12.25,34.4,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,5,2,3.53,1,7.05,8,292,,0
BRAVERUS,201709B,12/15/2017,PORT HEDLAND,24,72.1,13.12,13.25,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2,0.97,0.2,6.9,8.26,315,,0
BRAVERUS,201709B,12/14/2017,PORT HEDLAND,24,72.2,12.58,13.33,36.3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,1,4.33,0.8,6.9,8.26,302,,0
BRAVERUS,201709B,12/13/2017,PORT HEDLAND,24,69.3,11.5,12.62,34.3,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4,1,8.85,1,6.9,8.26,276,,0
BRAVERUS,201709B,12/12/2017,PORT HEDLAND,24,69.4,13.12,12.75,34.4,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,5,1,-3.78,0.3,6.9,8.26,315,,0
BRAVERUS,201709B,12/11/2017,PORT HEDLAND,24,69.1,13.12,12.96,34.3,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,4,1,-4.33,0.2,6.86,8.33,315,,0
BRAVERUS,201709B,12/10/2017,PORT HEDLAND,24,68.2,12.33,12.77,33.2,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,4,1,0.67,0.5,6.86,8.33,296,,0
BRAVERUS,201709B,12/09/2017,PORT HEDLAND,24,68.7,12.08,12.3,32.2,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,4,2,3.39,0.5,6.86,8.33,290,,0
BRAVERUS,201709B,12/08/2017,PORT HEDLAND,24,68.6,11,12,31.9,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,8,6,11.88,1,6.86,8.33,264,,0
BRAVERUS,201709B,12/07/2017,PORT HEDLAND,24,68.3,12.79,12.5,33.7,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,5,1.5,-2.77,0.5,6.86,8.33,307,,0
BRAVERUS,201709B,12/06/2017,PORT HEDLAND,10.5,66.9,12.38,12.5,13.9,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,3,1,-4.25,0.5,6.86,8.33,130,,0
BRAVERUS,201709B,12/06/2017,JIANGYIN,0,0,0,0,14.5,0,0,0,0,0,2.4,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,6.3,8.3,0,DISCHARGING,0
BRAVERUS,201708L,12/05/2017,JIANGYIN,0,0,0,0,1,0,0,0,0,0,0.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,6.3,8.3,0,DISCHARGING,0
BRAVERUS,201708L,12/04/2017,JIANGYIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,2.4,0,0,0,0,0,9.3,9.52,0,DISCHARGING,22100
BRAVERUS,201708L,12/03/2017,JIANGYIN,0,0,0,0,8.7,0,0,0,0,0,0.9,0,0,0,3,0,0.5,0,0,0,2.2,0,0,0,0,0,11.01,11.15,0,DISCHARGING,57070
BRAVERUS,201708L,12/02/2017,JIANGYIN,0,0,0,0,7.7,0,0,0,0,0,2.9,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,10.95,10.95,0,DISCHARGING,81593
BRAVERUS,201708L,12/01/2017,JIANGYIN,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,10.95,10.95,0,DISCHARGING,81593
BRAVERUS,201708L,11/30/2017,JIANGYIN,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,10.95,10.95,0,DISCHARGING,81593
BRAVERUS,201708L,11/29/2017,JIANGYIN,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,10.95,10.95,0,DISCHARGING,81593
BRAVERUS,201708L,11/28/2017,JIANGYIN,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,10.95,10.95,0,DISCHARGING,81593
BRAVERUS,201708L,11/27/2017,JIANGYIN,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,10.95,10.95,0,DISCHARGING,81593
BRAVERUS,201708L,11/26/2017,JIANGYIN,0,0,0,0,1,0,0,0,0,0,2.1,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,10.95,10.95,0,DISCHARGING,81593
BRAVERUS,201708L,11/26/2017,JIANGYIN,7,68.8,10.42,10.7,10.7,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,3,1,91.79,0.5,10.95,10.95,73,,81593
BRAVERUS,201708L,11/25/2017,JIANGYIN,22,68.1,12,11.8,31.5,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,3,1,3.26,0.2,10.64,10.71,264,,81593
BRAVERUS,201708L,11/25/2017,LIANYUNGANG,0,0,0,0,1.5,0,0,0,0,0,0.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,10.64,10.71,0,DISCHARGING,81593
BRAVERUS,201708L,11/24/2017,LIANYUNGANG,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10.64,10.71,0,DISCHARGING,81593
BRAVERUS,201708L,11/23/2017,LIANYUNGANG,0,0,0,0,4.6,0,0,0,0,0,2.6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17.73,17.73,0,DISCHARGING,133893
BRAVERUS,201708L,11/22/2017,LIANYUNGANG,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,17.73,17.73,0,DISCHARGING,167227
BRAVERUS,201708L,11/21/2017,LIANYUNGANG,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,17.73,17.73,0,DISCHARGING,167227
BRAVERUS,201708L,11/20/2017,LIANYUNGANG,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,17.73,17.73,0,DISCHARGING,167227
BRAVERUS,201708L,11/19/2017,LIANYUNGANG,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17.73,17.72,0,DISCHARGING,167227
BRAVERUS,201708L,11/18/2017,LIANYUNGANG,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,17.73,17.72,0,DISCHARGING,167227
BRAVERUS,201708L,11/17/2017,LIANYUNGANG,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,17.71,17.71,0,DISCHARGING,167227
BRAVERUS,201708L,11/17/2017,LIANYUNGANG,20,62.3,10.1,9.3,23,0,0,0,0,0,2.3,0,0,0,0,0,0.2,0,0,0,0,0,4,1,11.01,0.8,17.71,17.71,202,,167227
BRAVERUS,201708L,11/16/2017,LIANYUNGANG,24,69,10.54,10.6,34.5,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,4,1,16.14,0.5,17.71,17.71,253,,167227
BRAVERUS,201708L,11/15/2017,LIANYUNGANG,24,69.9,10.79,10.5,36.6,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,4,1.5,15.22,0.3,17.71,17.71,259,,167227
BRAVERUS,201708L,11/14/2017,LIANYUNGANG,24,70,11.45,10.5,37.2,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,5,2.5,10.16,0.9,17.71,17.71,275,,167227
BRAVERUS,201708L,11/13/2017,LIANYUNGANG,24,70,11,11.3,37.3,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,5,2,13.75,0.7,17.71,17.71,264,,167227
BRAVERUS,201708L,11/12/2017,LIANYUNGANG,24,71.8,11.75,11.4,38,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,3,1,10.13,0.3,17.71,17.71,282,,167227
BRAVERUS,201708L,11/11/2017,LIANYUNGANG,24,69.1,10.83,11,34.5,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,3,0.3,13.96,0.2,17.71,17.71,260,,167227
BRAVERUS,201708L,11/10/2017,LIANYUNGANG,24,69,10.87,11,34.5,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,3,0.5,13.51,0.2,17.71,17.71,261,,167227
BRAVERUS,201708L,11/09/2017,LIANYUNGANG,24,69.1,10.29,10.8,34.4,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,3,0.5,18.21,1,17.71,17.71,247,,167227
BRAVERUS,201708L,11/08/2017,LIANYUNGANG,24,69,9.66,11.1,34.4,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,3,0.5,23.1,1.5,17.71,17.71,232,,167227
BRAVERUS,201708L,11/07/2017,LIANYUNGANG,24,69,10.75,11.1,34.2,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,3,0.5,14.48,0.4,17.71,17.71,258,,167227
BRAVERUS,201708L,11/06/2017,LIANYUNGANG,24,69.1,10.87,10.9,34.6,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,3,0.5,13.57,0.1,17.71,17.71,261,,167227
BRAVERUS,201708L,11/05/2017,LIANYUNGANG,24,69.1,11.29,11.5,34.5,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,4,1,10.23,0.2,17.71,17.71,271,,167227
BRAVERUS,201708L,11/04/2017,LIANYUNGANG,24,68.7,10.91,11.01,35.1,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,4,2,12.75,0.2,17.71,17.71,262,,167227
BRAVERUS,201708L,11/03/2017,QINGDAO,0.83,69.7,6.02,10,0.9,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,3,1,20.63,0,17.71,17.71,5,,167227
BRAVERUS,201708B,11/03/2017,PORT HEDLAND,0,0,0,0,6.2,0,0,0,0,0,4.3,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,17.71,17.71,0,LOADING,167227
BRAVERUS,201708B,11/02/2017,PORT HEDLAND,0,0,0,0,1.8,0,0,0,0,0,4.7,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,7.05,8,0,LOADING,80318
BRAVERUS,201708B,11/01/2017,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,7.05,8,0,LOADING,0
BRAVERUS,201708B,10/31/2017,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,7.05,8,0,LOADING,0
BRAVERUS,201708B,10/30/2017,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,7.05,8,0,LOADING,0
BRAVERUS,201708B,10/29/2017,PORT HEDLAND,0,0,0,0,2.3,0,0,0,0,0,0.5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,7.05,8,0,LOADING,0
BRAVERUS,201708B,10/29/2017,PORT HEDLAND,20.83,69.9,11.85,12.1,30,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,4,1,5.32,0.1,7.05,8,247,,0
BRAVERUS,201708B,10/28/2017,PORT HEDLAND,24,65.6,10.45,11,30.3,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,4,1,12.48,0.6,7.05,8,251,,0
BRAVERUS,201708B,10/27/2017,PORT HEDLAND,24,66,11.79,11.9,30.7,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,2,1,1.9,0.1,7.05,8,283,,0
BRAVERUS,201708B,10/26/2017,PORT HEDLAND,24,66.1,12.45,12.5,30.4,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,2,0.3,-3.49,0.1,7.05,8,299,,0
BRAVERUS,201708B,10/25/2017,PORT HEDLAND,24,66.9,11.91,12.1,31.5,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,3,0.5,2.18,0.2,7.05,8,286,,0
BRAVERUS,201708B,10/24/2017,PORT HEDLAND,24,66.1,11.75,12.3,30.4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0.5,2.32,0.6,7.05,8,282,,0
BRAVERUS,201708B,10/23/2017,PORT HEDLAND,24,65.8,12.5,11.5,31,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,4,1,-4.34,1,7.05,8,300,,0
BRAVERUS,201708B,10/22/2017,PORT HEDLAND,24,68.1,12.45,11.45,31.5,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,4,1,-0.43,1,7.05,8,299,,0
