VESSEL,VOYAGE,DATED,TO,STEAM,RPM,SPEED,STW,M/E HFO CONS.,M/E LSHFO CONS.,M/E MDO CONS.,M/E LSMDO CONS.,M/E MGO CONS.,M/E LSMGO CONS.,D/G HFO CONS.,D/G LSHFO CONS.,D/G MDO CONS.,D/G LSMDO CONS.,D/G MGO CONS.,D/G LSMGO CONS.,BOIL. HFO CONS.,BOIL. SHFO CONS.,BOIL. MDO CONS.,BOIL. LSMDO CONS.,BOIL. MGO CONS.,BOIL. LSMGO CONS.,WIND,SWELL,SLIP,CUR SPD,DRAFT FOR,DRAFT AFT,OBS DIST,OPERATION,CARGOCARRIED
BRAVERUS,201507B,11/05/2015,UNKNOWN,24,392,6.62,0,14,0,0,0,0,0,3.1,0,0,0,0,0,1.5,0,0,0,0,0,5,0.5,7.07,0.5,7.15,8.15,159,,0
BRAVERUS,201507B,11/04/2015,SINGAPORE OPL,24,50,9.37,0,16,0,0,0,0,0,3,0,0,0,0,0,0.1,0,0,0,0,0,4,0.5,-2.97,0.2,7.15,8.15,225,,0
BRAVERUS,201507B,11/03/2015,SINGAPORE OPL,2,40.7,8.5,0,1.4,0,0,0,0,0,0.2,0,0,0,0,0,0.1,0,0,0,0,0,4,0.2,-14.86,0.5,7.15,8.15,17,,0
BRAVERUS,201507B,11/03/2015,CAOFEIDIAN,0,0,0,0,1.5,0,0,0,0,0,3.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.15,8.15,0,DISCHARGING,0
BRAVERUS,201506L,11/02/2015,CAOFEIDIAN,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,7.98,8.8,0,DISCHARGING,6331
BRAVERUS,201506L,11/01/2015,CAOFEIDIAN,0,0,0,0,3.9,0,0,0,0,0,3.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11.72,13.29,0,DISCHARGING,90776
BRAVERUS,201506L,10/31/2015,CAOFEIDIAN,0,0,0,0,1.7,0,0,0,0,0,0.4,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,17.7,17.74,0,DISCHARGING,167602
BRAVERUS,201506L,10/31/2015,UNKNOWN,19.5,70.3,10.86,0,29.6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,15.1,0.5,17.7,17.74,211.9,,167602
BRAVERUS,201506L,10/30/2015,CAOFEIDIAN,24,68.9,10.84,0,34,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,4,1.5,13.55,0.5,17.7,17.74,260.2,,167602
BRAVERUS,201506L,10/29/2015,CAOFEIDIAN,24,69,10.91,0,33.6,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,4,1.5,13.13,0.5,17.7,17.74,261.9,,167602
BRAVERUS,201506L,10/28/2015,CAOFEIDIAN,24,69.4,11.21,0,33.7,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,4,1.5,11.3,0.5,17.7,17.74,269.1,,167602
BRAVERUS,201506L,10/27/2015,CAOFEIDIAN,24,69.1,11.44,0,33.8,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,2,1,8.97,1,17.7,17.74,274.8,,167602
BRAVERUS,201506L,10/26/2015,CAOFEIDIAN,24,69.5,11.64,0,34.5,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,5,2.5,7.93,0.5,17.7,17.74,279.5,,167602
BRAVERUS,201506L,10/25/2015,CAOFEIDIAN,24,69.5,11.15,0,33.8,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,3,0.5,11.91,0.5,17.7,17.74,267.6,,167602
BRAVERUS,201506L,10/24/2015,CAOFEIDIAN,24,69.7,11.35,0,33.6,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,2,0.1,10.5,0.5,17.7,17.74,272.6,,167602
BRAVERUS,201506L,10/23/2015,CAOFEIDIAN,24,69.6,10.25,0,33.8,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,3,0.5,19.07,1.5,17.7,17.74,246.1,,167602
BRAVERUS,201506L,10/22/2015,CAOFEIDIAN,24,69.5,11.13,0,33.9,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,3,0.5,12.04,0.5,17.7,17.74,267.2,,167602
BRAVERUS,201506L,10/21/2015,CAOFEIDIAN,24,69,11.13,0,33.7,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,2,0.1,11.43,0.5,17.68,17.81,267.2,,167602
BRAVERUS,201506L,10/20/2015,CAOFEIDIAN,24,70,11.24,0,34.2,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,2,11.39,0.5,17.68,17.81,269.9,,167602
BRAVERUS,201506L,10/19/2015,UNKNOWN,24,69.4,10.72,0,34.1,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,2,1,15.18,1,17.68,17.81,257.4,,167602
BRAVERUS,201506L,10/18/2015,UNKNOWN,24,67.5,11.37,0,34,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,3,0.5,9.33,0.5,17.68,17.81,273,,167602
BRAVERUS,201506L,10/17/2015,UNKNOWN,9,67.5,11.34,0,12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,7.68,0.5,17.68,17.81,102.1,,167602
BRAVERUS,201506L,10/17/2015,PORT HEDLAND,0,0,0,0,4.9,0,0,0,0,0,2.5,0,0,0,0,0,0.9,0,0,0,0.1,0,0,0,0,0,14.65,17.02,0,LOADING,167602
BRAVERUS,201506B,10/16/2015,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,14.65,17.02,0,LOADING,145550
BRAVERUS,201506B,10/15/2015,PORT HEDLAND,0,0,0,0,1.3,0,0,0,0,0,2.7,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,7.05,8.05,0,LOADING,0
BRAVERUS,201506B,10/14/2015,PORT HEDLAND,0,0,0,0,0.7,0,0,0,0,0,2.5,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,7.05,8.05,0,LOADING,0
BRAVERUS,201506B,10/13/2015,PORT HEDLAND,0,0,0,0,0.7,0,0,0,0,0,1.5,0,0,0,0,0,0.9,0,0,0,0.1,0,0,0,0,0,7.05,8.05,0,LOADING,0
BRAVERUS,201506B,10/13/2015,UNKNOWN,10,48.5,9.34,0,6.1,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,2,0.5,-5.77,0.5,7.05,8.05,93.4,,0
BRAVERUS,201506B,10/12/2015,PORT HEDLAND,24,51.4,9.35,0,14.1,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0,0.5,7.05,8.05,224.5,,0
BRAVERUS,201506B,10/11/2015,PORT HEDLAND,24,52.1,9.59,0,13.9,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,2,0.5,-1.09,0.5,7.05,8.05,230.3,,0
BRAVERUS,201506B,10/10/2015,PORT HEDLAND,24,50.7,8.96,0,13.2,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,4,1,2.84,0.5,7.05,8.05,215.1,,0
BRAVERUS,201506B,10/09/2015,PORT HEDLAND,24,55.4,9.64,0,18,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,4,0.5,-0.43,0.5,7.05,8.05,231.5,,0
BRAVERUS,201506B,10/08/2015,PORT HEDLAND,24,52.7,9.47,0,19,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,4,0.5,1.34,0.5,8.45,10.45,227.4,,0
BRAVERUS,201506B,10/07/2015,PORT HEDLAND,24,52.7,9.47,0,19,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,4,0.5,1.34,0.5,8.45,10.45,227.4,,0
BRAVERUS,201506B,10/07/2015,PORT HEDLAND,24,51.5,9.55,0,21.6,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4,0.5,-2,0.5,8.45,10.45,229.4,,0
BRAVERUS,201506B,10/06/2015,PORT HEDLAND,21,55.2,10.17,0,10.2,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,3,0.5,-1.18,0.5,8.45,10.45,213.6,,0
BRAVERUS,201506B,10/06/2015,SINGAPORE,0,0,0,0,1.3,0,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,8.45,10.45,0,BUNKERING,0
BRAVERUS,201506B,10/05/2015,SINGAPORE,0,0,0,0,1.7,0,0,0,0,0,2.7,0,0,0,0,0,1.8,0,0,0,0.1,0,0,0,0,0,8.45,10.45,0,BUNKERING,0
BRAVERUS,201506B,10/04/2015,PORT HEDLAND,24,54,9.67,0,16.3,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,4,0.5,1.69,0.5,8.5,10.3,232.1,,0
BRAVERUS,201506B,10/03/2015,SINGAPORE,24,56.2,9.98,0,18,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,4,0.5,2.48,0.5,8.04,11.1,239.6,,0
BRAVERUS,201506B,10/02/2015,SINGAPORE,24,57.8,9.93,0,19.1,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,3,0.5,5.65,0.5,8.04,11.1,238.5,,0
BRAVERUS,201506B,10/01/2015,SINGAPORE,24,57,10.24,0,18,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,3,0.5,1.32,0.5,8.04,11.1,245.8,,0
BRAVERUS,201506B,9/30/2015,SINGAPORE,24,53.5,9.61,0,13.7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0.5,1.28,0.5,8.04,11.1,230.8,,0
BRAVERUS,201506B,9/29/2015,SINGAPORE,24,51.8,9.67,0,13.6,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,4,1.5,-2.65,0.5,8.04,11.1,232.3,,0
BRAVERUS,201506B,9/28/2015,SINGAPORE,24,58.4,11.05,0,18.4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,-4.49,0.5,8.04,11.1,265.2,,0
BRAVERUS,201506B,9/27/2015,SINGAPORE,24,60.3,11.13,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3.5,-1.44,0.5,8.04,11.1,267.2,,0
BRAVERUS,201506B,9/26/2015,SINGAPORE,24,66.7,11.8,0,27.8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,1,2.74,0.5,8.04,11.1,283.4,,0
BRAVERUS,201506B,9/25/2015,SINGAPORE,23,56.5,10.8,0,16.1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,1,-5.11,0.5,6.82,8.23,248.6,,0
BRAVERUS,201506B,9/25/2015,LANSHAN,0,0,0,0,0.9,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,6.82,8.23,0,DISCHARGING,0
BRAVERUS,201505L,9/24/2015,LANSHAN,0,0,0,0,0.9,0,0,0,0,0,2.4,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,6.82,8.23,0,DISCHARGING,0
BRAVERUS,201505L,9/23/2015,LANSHAN,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,10.83,11.33,0,DISCHARGING,66598
BRAVERUS,201505L,9/22/2015,LANSHAN,0,0,0,0,7.5,0,0,0,0,0,2.5,0,0,0,0,0,0.9,0,0,0,0.1,0,0,0,0,0,17.5,17.8,0,DISCHARGING,165370
BRAVERUS,201505L,9/22/2015,UNKNOWN,24,693.9,0.88,0,2.9,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,3,0.5,15.87,0.5,17.5,17.8,21.2,,165370
BRAVERUS,201505L,9/21/2015,LANSHAN,24,70.9,11.27,0,35.2,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,3,0.5,12.68,0.5,17.5,17.8,270.6,,165370
BRAVERUS,201505L,9/20/2015,LANSHAN,24,69.3,10.81,0,35,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,3,1,14.46,0.5,17.5,17.8,259.5,,165370
BRAVERUS,201505L,9/19/2015,LANSHAN,24,69.6,11.47,0,35.6,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,3,1.5,9.52,0.5,17.5,17.8,275.4,,165370
BRAVERUS,201505L,9/18/2015,LANSHAN,24,69.7,11.87,0,35.6,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,5,2.5,6.43,0.5,17.5,17.8,285.1,,165370
BRAVERUS,201505L,9/17/2015,LANSHAN,24,69.3,11.33,0,34.3,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,2,10.16,0.5,17.5,17.8,272.1,,165370
BRAVERUS,201505L,9/16/2015,LANSHAN,24,69,9.44,0,33.4,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,2,1,24.8,0.5,17.5,17.8,226.7,,165370
BRAVERUS,201505L,9/15/2015,LANSHAN,24,68.9,11.26,0,33.2,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,2,0.5,10.25,0.5,17.5,17.8,270.4,,165370
BRAVERUS,201505L,9/14/2015,LANSHAN,24,68.6,10.51,0,32.6,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,2,15.86,1.5,17.5,17.8,252.4,,165370
BRAVERUS,201505L,9/13/2015,LANSHAN,24,69,10.72,0,33.3,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.5,14.59,1,17.5,17.8,257.5,,165370
BRAVERUS,201505L,09/12/2015,LANSHAN,24,68.5,10.14,0,33,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,2,0.5,18.67,1.5,17.5,17.8,243.4,,165370
BRAVERUS,201505L,09/11/2015,LANSHAN,24,69.7,10.3,0,33.6,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,2.5,18.34,1,17.5,17.8,247.4,,165370
BRAVERUS,201505L,09/10/2015,LANSHAN,24,69.2,11.77,0,33.7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,1.5,6.51,0.5,17.5,17.8,282.6,,165370
BRAVERUS,201505L,09/09/2015,LANSHAN,24,68.8,11.13,0,33.3,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,2,1,11.11,0.5,17.6,17.6,267.2,,165370
BRAVERUS,201505L,09/08/2015,LANSHAN,5,66.6,11.36,0,6.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,5,2.5,6.27,0.5,17.6,17.6,56.8,,165370
BRAVERUS,201505L,09/08/2015,PORT HEDLAND,0,0,0,0,5,0,0,0,0,0,3.2,0,0,0,0,0,0.9,0,0,0,0.2,0,0,0,0,0,17.6,17.6,0,LOADING,165370
BRAVERUS,201505B,09/07/2015,PORT HEDLAND,0,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0.6,0,0,0,0.2,0,0,0,0,0,7,8.25,0,LOADING,62000
BRAVERUS,201505B,09/07/2015,PORT HEDLAND,10,49.8,9.08,0,5.5,0,0,0,0,0,1.6,0,0,0,0,0,0.6,0,0,0,0,0,4,1,0,0.5,7,8.25,90.8,,62000
BRAVERUS,201505B,09/06/2015,PORT HEDLAND,24,49.3,8.89,0,13.9,0,0,0,0,0,3.5,0,0,0,0,0,1.2,0,0,0,0,0,4,1,5.82,0.5,7,8.25,213.5,,0
BRAVERUS,201505B,09/05/2015,PORT HEDLAND,24,51.9,8.4,0,14.9,0,0,0,0,0,3.5,0,0,0,0,0,1.1,0,0,0,0,0,4,0.5,11.02,0.5,7,8.25,201.7,,0
BRAVERUS,201505B,09/04/2015,PORT HEDLAND,24,57.9,10,0,21.3,0,0,0,0,0,3.5,0,0,0,0,0,0.1,0,0,0,0,0,4,1,5.21,0.5,7,8.25,240,,0
BRAVERUS,201505B,09/03/2015,PORT HEDLAND,24,57.2,9.08,0,20.2,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,5,2.5,12.86,0.5,8.36,10.61,218,,0
BRAVERUS,201505B,09/02/2015,PORT HEDLAND,24,58.1,9.05,0,21.9,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,5,2.5,14.04,0.5,8.36,10.61,217.2,,0
BRAVERUS,201505B,09/01/2015,PORT HEDLAND,24,58.6,9.18,0,22.7,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,6,3,13.86,0.5,8.36,10.61,220.5,,0
BRAVERUS,201505B,8/31/2015,PORT HEDLAND,24,57.7,9.38,0,21.4,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,6,2.5,10.63,0.5,8.36,10.61,225.3,,0
BRAVERUS,201505B,8/30/2015,PORT HEDLAND,3,56.9,9.93,0,2.5,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,4,1,4.18,0.5,8.36,10.61,29.8,,0
BRAVERUS,201505B,8/30/2015,SINGAPORE,0,0,0,0,2.4,0,0,0,0,0,2.9,0,0,0,0,0,0.8,0,0,0,0.2,0,0,0,0,0,8.36,10.61,0,BUNKERING,0
BRAVERUS,201505B,8/29/2015,SINGAPORE,0,0,0,0,1,0,0,0,0,0,0.4,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,8.71,9.88,0,DISCHARGING,0
BRAVERUS,201505B,8/29/2015,PORT HEDLAND,21.5,58.9,10.16,0,16.2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.2,0,1,0.1,5.16,0.5,8.71,9.88,218.6,,0
BRAVERUS,201505B,8/28/2015,SINGAPORE,24,57.6,11.01,0,20.1,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0.1,-5.29,0.5,8.71,9.88,264.3,,0
BRAVERUS,201505B,8/27/2015,SINGAPORE,24,67,11.05,0,31.9,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,0.5,9.48,1,8.71,9.88,265.3,,0
BRAVERUS,201505B,8/26/2015,SINGAPORE,24,61.7,10.07,0,25.8,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,6,2.5,10.38,1,8.45,10.6,241.7,,0
BRAVERUS,201505B,8/25/2015,SINGAPORE,24,61.7,10.49,0,24.8,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,4,1.5,6.53,0.5,8.45,10.6,251.9,,0
BRAVERUS,201505B,8/24/2015,SINGAPORE,24,61.7,10.49,0,24.8,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,4,1.5,6.53,0.5,8.45,10.6,251.9,,0
BRAVERUS,201505B,8/24/2015,SINGAPORE,24,60.7,10.53,0,23.7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1.5,4.67,0.5,8.45,10.6,252.8,,0
BRAVERUS,201505B,8/23/2015,SINGAPORE,24,64.3,11.81,0,27.7,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0.2,0,4,2,-0.92,1,8.45,10.6,283.5,,0
BRAVERUS,201505B,8/22/2015,SINGAPORE,24,68.3,10.95,0,33.1,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,3,11.45,0.5,8.45,10.6,262.9,,0
BRAVERUS,201505B,8/21/2015,SINGAPORE,24,59.2,9.35,0,23.3,0,0,0,0,0,3.4,0,0,0,0,0,0.1,0,0,0,0,0,5,2,13.21,1,8.45,10.6,224.6,,0
BRAVERUS,201505B,8/20/2015,SINGAPORE,24,53,9.65,0,16.5,0,0,0,0,0,3.8,0,0,0,0,0,1.1,0,0,0,0,0,5,1,-0.04,0.5,8.45,10.6,231.7,,0
BRAVERUS,201505B,8/19/2015,SINGAPORE,24,56.1,10.61,0,19,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,3,0.1,-3.91,0.5,7,8.15,254.7,,0
BRAVERUS,201505B,8/18/2015,CAOFEIDIAN,0,0,0,0,1.1,0,0,0,0,0,2.9,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,7,8.15,0,DISCHARGING,0
BRAVERUS,201504L,8/17/2015,CAOFEIDIAN,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,15.2,15.6,0,DISCHARGING,132380
BRAVERUS,201504L,8/16/2015,CAOFEIDIAN,0,0,0,0,2,0,0,0,0,0,2.9,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,15.2,15.6,0,DISCHARGING,58370
BRAVERUS,201504L,8/15/2015,CAOFEIDIAN,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,17.64,17.75,0,DISCHARGING,166310
BRAVERUS,201504L,8/14/2015,CAOFEIDIAN,0,0,0,0,1.5,0,0,0,0,0,1.2,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,17.64,17.75,0,DISCHARGING,166310
BRAVERUS,201504L,8/14/2015,UNKNOWN,13,63.7,9.74,0,17.2,0,0,0,0,0,1.7,0,0,0,0.2,0,0.2,0,0,0,0,0,4,0.1,15.92,0.2,17.64,17.75,126.7,,166310
BRAVERUS,201504L,8/13/2015,CAOFEIDIAN,24,52.2,7.75,0,20.6,0,0,0,0,0,3.1,0,0,0,0,0,0.5,0,0,0,0,0,3,0.1,18.44,0.1,17.57,17.57,186.2,,166310
BRAVERUS,201504L,08/12/2015,CAOFEIDIAN,24,68.7,9.93,0,36,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,2.5,20.52,1,17.57,17.57,238.5,,166310
BRAVERUS,201504L,08/11/2015,CAOFEIDIAN,24,68.5,11.39,0,34.3,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,7,4,8.58,0.3,17.57,17.57,273.5,,166310
BRAVERUS,201504L,08/10/2015,CAOFEIDIAN,24,69.2,12.27,0,34.4,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.5,2.58,1.5,17.57,17.57,294.5,,166310
BRAVERUS,201504L,08/09/2015,CAOFEIDIAN,24,66.3,10.27,0,32.7,0,0,0,0.2,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,3.5,14.94,1,17.57,17.57,246.5,,166310
BRAVERUS,201504L,08/08/2015,CAOFEIDIAN,15,56.3,8.9,0,13.1,0,0,0,0,0,3.1,0,0,0,0,0,0.6,0,0,0,0,0,6,1,20.44,1,17.57,17.57,133.5,,166310
BRAVERUS,201504L,08/07/2015,CAOFEIDIAN,24,38.4,5.65,0,8,0,0,0,0,0,3.4,0,0,0,0,0,1.4,0,0,0,0,0,4,1,19.18,0.7,17.57,17.57,135.6,,166310
BRAVERUS,201504L,08/06/2015,CAOFEIDIAN,24,50.8,8.35,0,15.5,0,0,0,0,0,3.4,0,0,0,0,0,1.3,0,0,0,0,0,3,0.5,9.76,0.5,17.57,17.57,200.6,,166310
BRAVERUS,201504L,08/05/2015,CAOFEIDIAN,24,66,10.57,0,30.6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0.5,12.09,1,17.57,17.57,253.7,,166310
BRAVERUS,201504L,08/04/2015,CAOFEIDIAN,24,68.4,10.18,0,32.8,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,2,18.23,1.5,17.57,17.57,244.4,,166310
BRAVERUS,201504L,08/03/2015,CAOFEIDIAN,24,68.6,11.35,0,33.5,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1,8.95,0.3,17.57,17.57,272.6,,166310
BRAVERUS,201504L,08/02/2015,CAOFEIDIAN,24,69,10.6,0,33.8,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,3,0.5,15.59,1.5,17.57,17.57,254.4,,166310
BRAVERUS,201504L,08/01/2015,CAOFEIDIAN,24,69.3,10.39,0,34.1,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,2.5,17.28,1.5,17.57,17.57,249.4,,166310
BRAVERUS,201504L,7/31/2015,CAOFEIDIAN,24,68.3,11.31,0,33.6,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,2.5,9.04,0.5,17.57,17.57,271.6,,166310
BRAVERUS,201504L,7/30/2015,QINGDAO,24,68.5,11.15,0,33.7,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,2,10.52,0.5,17.57,17.57,267.8,,166310
BRAVERUS,201504L,7/29/2015,QINGDAO,12.5,67.3,11.04,0,16.9,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,2,0.5,9.86,0.5,17.57,17.57,138,,166310
BRAVERUS,201504L,7/29/2015,PORT HEDLAND,0,0,0,0,4.8,0,0,0,0,0,1.5,0,0,0,0,0,0.6,0,0,0,0.2,0,0,0,0,0,17.57,17.57,0,DISCHARGING,166310
BRAVERUS,201504B,7/28/2015,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,15.9,16.05,0,DISCHARGING,144583
BRAVERUS,201504B,7/27/2015,PORT HEDLAND,0,0,0,0,2.1,0,0,0,0,0,3,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,6.95,9.65,0,DISCHARGING,11100
BRAVERUS,201504B,7/26/2015,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,8,8.5,0,DISCHARGING,0
BRAVERUS,201504B,7/25/2015,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,7.06,8.11,0,DISCHARGING,0
BRAVERUS,201504B,7/24/2015,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,7.06,8.11,0,DISCHARGING,0
BRAVERUS,201504B,7/23/2015,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,7.06,8.11,0,DISCHARGING,0
BRAVERUS,201504B,7/22/2015,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,7.06,8.11,0,DISCHARGING,0
BRAVERUS,201504B,7/21/2015,PORT HEDLAND,0,0,0,0,0.9,0,0,0,0,0,2.6,0,0,0,0,0,1.3,0,0,0,0.1,0,0,0,0,0,7.06,8.11,0,DISCHARGING,0
BRAVERUS,201504B,7/21/2015,UNKNOWN,2,55.6,10.5,0,1.7,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,4,1,-3.96,0.3,7.06,8.11,21,,0
BRAVERUS,201504B,7/20/2015,PORT HEDLAND,24,58.6,10.85,0,21.2,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,5,2,-1.67,0.5,7.06,8.11,260.5,,0
BRAVERUS,201504B,7/19/2015,PORT HEDLAND,24,59,10.2,0,20.8,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0.5,7.06,8.11,245,,0
BRAVERUS,201504B,7/18/2015,PORT HEDLAND,24,56,10.4,0,18.6,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,5,2.5,-2.04,0.3,7.06,8.11,249.7,,0
